"대륙별(1)",대륙별(2),2025,2025,2025
"대륙별(1)",대륙별(2),계,남자,여자
"합계",소계,18936562,6834033,10869916
"합계",일본,3653137,1176131,2450956
"합계",미국,1483240,679056,697903
"합계",중국,5480969,1786445,3517928
"합계",해외동포,25838,10463,15375
"합계",기타,8293378,3181938,4187754
